reference_number,inn,cas_number,ec_number,regulation,regulated_by,other_regulations,sccs_opinions,chemical_name,identified_ingredients,cmr,update_date
897,"Slack wax (petroleum), hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92062-09-4,295-523-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
898,"Slack wax (petroleum), low-melting, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92062-10-7,295-524-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
899,"Slack wax (petroleum), low-melting, hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92062-11-8,295-525-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
900,"Slack wax (petroleum), low-melting, carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97863-04-2,308-155-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
901,"Slack wax (petroleum), low-melting, clay-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97863-05-3,308-156-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
902,"Slack wax (petroleum), low-melting, silicic acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97863-06-4,308-158-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
903,"Slack wax (petroleum), carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100684-49-9,309-723-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
904,"Petrolatum, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",8009-03-8,232-373-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,"RED PETROLATUM,PETROLATUM","Carcinogenic Cat. 1B()",15/10/2010
905,"Petrolatum (petroleum), oxidized, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64743-01-7,265-206-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
906,"Petrolatum (petroleum), alumina-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",85029-74-9,285-098-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
907,"Petrolatum (petroleum), hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92045-77-7,295-459-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
908,"Petrolatum (petroleum), carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97862-97-0,308-149-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
909,"Petrolatum (petroleum), silicic acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97862-98-1,308-150-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
910,"Petrolatum (petroleum), clay-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100684-33-1,309-706-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
911,"Distillates (petroleum), light catalytic cracked",64741-59-9,265-060-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
912,"Distillates (petroleum), intermediate catalytic cracked",64741-60-2,265-062-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
913,"Distillates (petroleum), light thermal cracked",64741-82-8,265-084-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
914,"Distillates (petroleum), hydrodesulfurised light catalytic cracked",68333-25-5,269-781-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
915,"Distillates (petroleum), light steam-cracked naphtha",68475-80-9,270-662-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
916,"Distillates (petroleum), cracked steam-cracked petroleum distillates",68477-38-3,270-727-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
917,"Gas oils (petroleum), steam-cracked",68527-18-4,271-260-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
918,"Distillates (petroleum), hydrodesulfurised thermal cracked middle",85116-53-6,285-505-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
919,"Gas oils (petroleum), thermal-cracked, hydrodesulfurized",92045-29-9,295-411-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
920,"Residues (petroleum), hydrogenated steam-cracked naphtha",92062-00-5,295-514-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
921,"Residues (petroleum), steam-cracked naphtha distn.",92062-04-9,295-517-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
922,"Distillates (petroleum), light catalytic cracked, thermally degraded",92201-60-0,295-991-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
923,"Residues (petroleum), steam-cracked heat-soaked naphtha",93763-85-0,297-905-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
924,"Gas oils (petroleum), light vacuum, thermal-cracked hydrodesulfurized",97926-59-5,308-278-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
925,"Distillates (petroleum), hydrodesulfurized middle coker",101316-59-0,309-865-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
926,"Distillates (petroleum), heavy steam-cracked",101631-14-5,309-939-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
927,"Residues (petroleum), atm. Tower",64741-45-3,265-045-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
928,"Gas oils (petroleum), heavy vacuum",64741-57-7,265-058-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
929,"Distillates (petroleum), heavy catalytic cracked",64741-61-3,265-063-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
930,"Clarified oils (petroleum), catalytic cracked",64741-62-4,265-064-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
931,"Residues (petroleum), catalytic reformer fractionator",64741-67-9,265-069-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
932,"Residues (petroleum), hydrocracked",64741-75-9,265-076-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
933,"Residues (petroleum), thermal cracked",64741-80-6,265-081-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
934,"Distillates (petroleum), heavy thermal cracked",64741-81-7,265-082-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
935,"Gas oils (petroleum), hydrotreated vacuum",64742-59-2,265-162-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
936,"Residues (petroleum), hydrodesulfurized atmospheric tower",64742-78-5,265-181-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
937,"Gas oils (petroleum), hydrodesulfurized heavy vacuum",64742-86-5,265-189-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
938,"Residues (petroleum), steam-cracked",64742-90-1,265-193-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
939,"Residues (petroleum), atmospheric",68333-22-2,269-777-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
940,"Clarified oils (petroleum), hydrodesulfurized catalytic cracked",68333-26-6,269-782-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
941,"Distillates (petroleum), hydrodesulfurized intermediate catalytic cracked",68333-27-7,269-783-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
942,"Distillates (petroleum), hydrodesulfurized heavy catalytic cracked",68333-28-8,269-784-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
943,"Fuel oil, residues-straight-run gas oils, high-sulfur",68476-32-4,270-674-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
944,"Fuel oil, residual",68476-33-5,270-675-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
945,"Residues (petroleum), catalytic reformer fractionator residue distn.",68478-13-7,270-792-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
946,"Residues (petroleum), heavy coker gas oil and vacuum gas oil",68478-17-1,270-796-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
947,"Residues (petroleum), heavy coker and light vacuum",68512-61-8,270-983-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
948,"Residues (petroleum), light vacuum",68512-62-9,270-984-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
949,"Residues (petroleum), steam-cracked light",68513-69-9,271-013-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
950,"Fuel oil, No 6",68553-00-4,271-384-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
951,"Residues (petroleum), topping plant, low-sulfur",68607-30-7,271-763-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
952,"Gas oils (petroleum), heavy atmospheric",68783-08-4,272-184-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
953,"Residues (petroleum), coker scrubber, condensed-ring-arom.-contg",68783-13-1,272-187-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
954,"Distillates (petroleum), petroleum residues vacuum",68955-27-1,273-263-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",24/11/2016
955,"Residues (petroleum), steam-cracked, resinous",68955-36-2,273-272-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
956,"Distillates (petroleum), intermediate vacuum",70592-76-6,274-683-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B()",15/10/2010
